Question ID,Question,RAG Answer,Reference Answer,LLM Model,Embedding Model,Chunk Size,Context Quality (1-5),Answer Relevance (1-5),Answer Correctness (1-5),Faithfulness to Context (1-5),Notes
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Erfüllung von Aufträgen nach Abs. 4 und Abs. 10 ist der Behörde vom Verpflichteten unter Anschluss eines Nachweises über die vorschriftsgemäße Durchführung schriftlich zu melden.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,2,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I darf gemäß Artikel IV in Wien eine Höhe von 50 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung von 45° ist in Gartensiedlungsgebieten in Wien zulässig.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"
Einkaufszentren sind Gebiete, die für den Handel und die Erhaltung von Gütern bestimmt sind.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen nicht mehr als einen halben Meter über die Baulinie oder Straßenfluchtlinie hinausragen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude eine Höhe von mehr als 26m hat, ist es nicht berechtigt, ein vereinfachtes Baubewilligungsverfahren zu erhalten.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
Der Abstand von deinem Fenster zu den Grenzen des Nachbargrundstückes ist mindestens 2,40 m.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.
Die maximale Gebäudehöhe oder der maximale oberste Abschluss des Daches wird in den Bebauungsplänen für Strukturen festgelegt.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtgröße aller Gebäude und Anlagen auf dem Grundstück nicht mehr als 600 Quadratmeter betragen darf.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Ja, du bekommst dafür eine Entschädigung.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Höhenlage von Trennstücken der Aufschließungswege in Gartensiedlungsgebieten ist unter möglichster Anpassung an die Höhenlage der angrenzenden Teilflächen der Baulose einheitlich so herzustellen, zu befestigen und zu erhalten, dass die Aufschließungswege gefahrlos benützt werden können.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Höhenlage von Trennstücken der Aufschließungswege in Gartensiedlungsgebieten ist unter möglichster Anpassung an die Höhenlage der angrenzenden Teilflächen der Baulose einheitlich so herzustellen, zu befestigen und zu erhalten, dass die Aufschließungswege gefahrlos benützt werden können.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,4,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I gemäß Artikel IV in Wien darf eine Höhe von 22 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"
Einkaufszentren sind Gebäude oder Gebietseinheiten, die eine Vielzahl von Geschäftsräumen beinhalten, um den Kunden einen einzigartigen Einkaufserlebnis zu bieten.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen bis zu einer Tiefe von 1,50 m unterhalb der Baulinie oder Straßenfluchtlinie errichtet werden.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude eine Höhe von mehr als 26 Metern hat, kannst du kein vereinfachtes Baubewilligungsverfahren erhalten.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
Der Abstand zwischen deinem Fenster und den Grenzen des Nachbargrundstücks muss mindestens 3 Meter betragen, wenn sich das Fenster auf einer Breite von höchstens der Hälfte der betreffenden Gebäudefront befindet.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtfläche aller unterirdischen Räume und Keller nicht mehr als 25% der Gesamtfläche des Grundstücks betragen darf.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Ja, du bekommst dafür eine Entschädigung.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Fertigstellungsanzeige muss vollständig belegt sein, bevor das Gebäude oder die Anlage benutzt werden dürfen.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Fertigstellungsanzeige muss vollständig belegt sein, bevor das Gebäude oder die Anlage benutzt werden dürfen.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,8,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I gemäß Artikel IV in Wien darf eine Höhe von 22 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"definiert als Gebäudekomplex, der aus mehreren Geschäftsräumen besteht","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen bis zu einer Tiefe von 1,5 m keine Ausbisse zeigen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, da dein Gebäude eine Höhe von mehr als 26 Metern hat, ist es nicht berechtigt, ein vereinfachtes Baubewilligungsverfahren zu erhalten.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"
Mindestens fünf Meter, wenn das Fenster bis zum Boden reicht.
Maximal zehn Meter, wenn das Fenster bis zur Decke reicht.",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"
Nein, das ist nicht möglich.
Es gibt strenge Vorschriften für den Bau in Wien, insbesondere wenn es sich um eine Baufäche handelt.","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","
Nein, da die Gesamtgröße des Gebäudes den Bebauungsplan übersteigt.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","
Ja, du bekommst dafür eine Entschädigung.","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Fertigstellungsanzeige für den Neubau muss innerhalb von drei Jahren bei der Behörde erstattet werden.","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"
Die Bestimmungen des Bebauungsplanes sind einzuhalten.","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,16,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"
Ein Gebäude in Bauklasse I gemäß Artikel IV in Wien darf eine Höhe von 22 Metern nicht überschreiten.","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,32,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"
Die maximale Dachneigung beträgt in Gartensiedlungsgebieten 45°.",2. Die maximale Dachneigung beträgt 25 Grad.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,32,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"
Einkaufszentren sind Gebäude, die für den Verkauf von Waren und Dienstleistungen bestimmt sind.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,32,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"
Keller- und Grundmauern dürfen nicht mehr als 50 cm über die Baulinie oder Straßenfluchtlinie hinausragen.",4. Laut §83 1 a dürfen sie 20cm hervorragen.,llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,32,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"
Nein, du kannst nicht ein vereinfachtes Baubewilligungsverfahren erhalten, da dein Bauwerk eine Höhe von mehr als 26m hat und somit die Voraussetzungen für dieses Verfahren nicht erfüllt sind.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",llama3-chatqa:8b,jinaai/jina-embeddings-v2-base-de,32,,,,,
